lake,sed.date,B2mean,B3mean,B4mean,B2max,B3max,B4max,B2min,B3min,B4min
Lake Bonney,2019-12-26,0.5824219781571897,0.5605371727933969,0.5821307059026686,0.640433132648468,0.6178092956542969,0.6428056955337524,0.40328577160835266,0.37195470929145813,0.38384172320365906
Lake Bonney,2019-12-29,0.506495231915749,0.454424903254561,0.4676450648085686,0.7830920815467834,0.7475633025169373,0.8005154728889465,0.32617709040641785,0.27121594548225403,0.2607050836086273
Lake Bonney,2019-12-31,0.5600902694442069,0.5337964393909828,0.5442642554872139,0.6084061861038208,0.5797548294067383,0.5927318930625916,0.38763296604156494,0.35840141773223877,0.36473503708839417
Lake Bonney,2020-01-02,0.5729615688520885,0.5534432957599295,0.568336887764466,0.6389026641845703,0.6182630062103271,0.6375464200973511,0.35039564967155457,0.3155500590801239,0.3234151303768158
Lake Bonney,2020-01-11,0.6106168331291009,0.585230425369397,0.6166595819664348,0.6709245443344116,0.6430568099021912,0.6779881119728088,0.35350003838539124,0.3209966719150543,0.32997459173202515
Lake Bonney,2020-01-20,0.5519897402770297,0.5268506059994743,0.5490913927692921,0.6204599142074585,0.5923038125038147,0.6181891560554504,0.318624347448349,0.2830083668231964,0.2959463894367218
Lake Bonney,2020-10-30,0.4267346092013979,0.39264308156886824,0.3447506353972885,0.4935857653617859,0.46683692932128906,0.43865659832954407,0.28387975692749023,0.2522399425506592,0.22586996853351593
Lake Bonney,2020-11-08,0.4499815052930853,0.41452611160723335,0.3720125799963566,0.5724965929985046,0.557049572467804,0.536757230758667,0.260059118270874,0.20069852471351624,0.15443916618824005
Lake Bonney,2020-11-15,0.45352486735883624,0.42099242499648915,0.36575388270890236,0.5298386812210083,0.5048892498016357,0.46881985664367676,0.2847793996334076,0.24485912919044495,0.22102145850658417
Lake Bonney,2020-11-17,0.43458854380243084,0.400851900280408,0.34688293254529046,0.5086637139320374,0.4829031527042389,0.44914305210113525,0.2817245125770569,0.2486950010061264,0.2262883484363556
Lake Bonney,2020-11-19,0.4305501898740202,0.39548190429851016,0.3506377675882219,0.48708051443099976,0.456045001745224,0.4291241466999054,0.30043426156044006,0.2657465636730194,0.24515867233276367
Lake Bonney,2020-11-24,0.4633996852030248,0.4388483493860539,0.4026559075586151,0.5354175567626953,0.524014413356781,0.5253597497940063,0.3250056803226471,0.29988256096839905,0.2844918370246887
Lake Bonney,2020-11-26,0.47325931353107475,0.4484862445957951,0.4205338013597475,0.5558069944381714,0.5366069078445435,0.5306722521781921,0.3330146372318268,0.30812376737594604,0.2995668649673462
